

Trajectories
100
,,PETT:table1,,,PETT:table2,,,PETT:balle1,,,PETT:dos1,,,PETT:dos2,,,PETT:torse2,,,PETT:cou2,,,PETT:epaule G2,,,PETT:bras G2,,,PETT:coude G2,,,PETT:epaule D2,,,PETT:bras D2,,,PETT:coude D2,,,PETT:av bras D2,,,PETT:av bras D3,,,PETT:main D3,,,PETT:raquette2,,,PETT:raquette3,,,PETT:raquette4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
41,0,-1346.86,891.182,-7.32278,-1380.46,-609.951,5.85761,1539.77,234.496,431.623,-1765.38,187.767,211.996,,,,-1767.75,216.911,656.203,,,,-1867.66,389.282,698.312,-1969.36,504.96,412.878,-1907.23,505.387,365.248,-1899.17,46.0435,707.542,-1948.74,-94.5887,387.13,-1873.54,-84.3482,346.664,-1670.16,-39.2688,354.43,-1681.24,-0.614151,433.898,-1618.5,-33.9097,403.2,-1486.84,60.91,435.245,-1514.95,60.7541,564.229,,,
42,0,-1346.85,891.17,-7.31179,-1380.45,-609.951,5.86311,1546.86,236.787,430.866,-1765.47,190.225,211.567,,,,-1767.77,219.745,655.58,,,,-1867.47,392.562,697.614,-1969.59,507.546,412.405,-1907.68,508.538,364.394,-1903.71,49.4828,708.583,-1948.23,-91.2402,386.118,-1872.76,-80.8839,345.836,-1669.66,-36.3809,353.892,-1680.92,1.8569,433.555,-1618.19,-31.4026,402.808,-1485.33,62.8462,435.524,-1514.84,62.353,564.43,,,
43,0,-1346.86,891.181,-7.32403,-1380.43,-609.962,5.82299,1553.9,238.968,430.052,-1764.1,193.046,211.543,,,,-1767.82,222.697,655.129,,,,-1868.15,395.327,697.582,-1968.41,513.465,409.452,-1908.17,511.906,363.647,-1903.21,52.3071,707.945,-1948.01,-87.6298,385.448,-1872.72,-77.6372,345.534,-1669.14,-33.3686,353.478,-1680.51,5.28479,433.264,-1618.02,-28.6948,402.574,-1484.31,64.753,435.988,-1514.44,64.1705,564.694,,,
44,0,-1346.85,891.184,-7.3398,-1380.47,-609.956,5.83736,1560.82,241.023,429.186,-1765.41,195.418,211.864,,,,-1767.89,225.761,654.847,,,,-1868.54,398.381,697.817,-1969.46,513.28,412.088,-1908.7,515.488,363.018,-1903.47,55.1942,708.016,-1947.84,-83.675,384.947,-1872.39,-73.6837,345.006,-1669.04,-30.2128,353.613,-1680.33,7.7745,433.189,-1617.7,-26.0708,402.503,-1484.37,66.9171,436.203,-1514.18,66.1708,565.022,,,
45,0,-1346.82,891.176,-7.35445,-1380.45,-609.951,5.82234,1567.51,242.934,428.273,-1763.15,198.54,212.749,,,,-1768,228.934,654.732,,,,-1868.92,401.552,698.263,-1968.57,519.299,409.671,-1909.26,519.28,362.516,-1899.38,57.6307,706.721,-1947.83,-79.6789,384.874,-1872.39,-69.885,344.961,-1668.61,-27.232,353.774,-1679.66,11.0077,433.326,-1617.17,-22.8115,402.542,-1483.06,68.9269,437.169,-1514.11,68.077,565.663,,,
46,0,-1346.86,891.177,-7.33188,-1380.45,-609.965,5.85795,1573.9,244.684,427.317,-1764.91,201.451,213.198,,,,-1768.13,232.208,654.775,,,,-1869.92,404.683,699.393,-1969.91,519.215,412.88,-1909.84,523.278,362.148,-1904.08,61.4128,709.174,-1947.83,-75.5603,384.886,-1872.36,-66.0868,345.162,-1668.39,-24.2845,354.157,-1679.57,14.1988,433.978,-1617.31,-20.5516,403.282,-1482.5,70.3852,437.799,-1513.72,69.9893,566.461,,,
47,0,-1346.83,891.181,-7.3417,-1380.46,-609.957,5.83772,1579.91,246.26,426.323,-1762.72,204.854,214.364,,,,-1768.29,235.578,654.966,,,,-1869.99,408.024,700.234,-1969.33,525.759,411.186,-1910.43,527.478,361.92,-1900.2,64.0684,708.385,-1947.75,-71.288,385.07,-1872,-61.7425,345.261,-1668.51,-20.9244,355.059,-1679.09,17.2665,434.501,-1617.12,-17.6825,404.001,-1482.51,72.7378,438.567,-1513.13,71.8345,567.451,,,
48,0,-1346.82,891.175,-7.33491,-1380.44,-609.957,5.82076,1585.46,247.649,425.298,-1763.61,208.276,214.781,,,,-1768.48,239.037,655.292,,,,-1870.15,411.407,701.25,-1970.51,525.469,415.031,-1911.03,531.875,361.833,-1900.73,67.4775,709.48,-1947.83,-67.176,385.785,-1872.02,-57.9801,346.049,-1668.36,-17.8723,356.043,-1678.95,20.0842,435.629,-1617.24,-15.2969,405.06,-1481.41,74.4958,439.907,-1513.06,73.7743,568.686,,,
49,0,-1346.83,891.18,-7.35504,-1380.45,-609.963,5.83365,1590.49,248.839,424.247,-1764.26,212.621,215.697,,,,-1768.69,242.578,655.738,,,,-1870.38,414.782,702.416,-1971.19,528.986,416.422,-1911.62,536.465,361.887,-1903.58,71.2081,711.409,-1947.71,-63.1036,386.445,-1872.03,-54.1584,346.788,-1668.07,-15.0101,356.965,-1678.78,23.5199,436.517,-1617.3,-12.8643,406.326,-1480.85,75.5513,441.204,-1512.13,75.6259,569.933,,,
50,0,-1346.83,891.174,-7.33499,-1380.44,-609.965,5.81894,1594.94,249.822,423.175,-1762.92,215.96,217.372,,,,-1768.93,246.193,656.287,,,,-1871.06,418.21,703.759,-1970.69,533.35,417.391,-1910.36,541.275,360.94,-1904.27,74.6269,712.617,-1947.44,-59.1351,387.067,-1871.64,-50.2767,347.731,-1667.73,-11.7446,357.946,-1678.22,26.3642,437.866,-1616.86,-10.0026,407.372,-1479.83,77.2155,442.632,-1511.63,77.3639,571.152,,,
51,0,-1346.87,891.175,-7.32679,-1380.48,-609.945,5.83551,1598.75,250.592,422.09,-1763.9,220.25,218.174,,,,-1769.18,249.875,656.921,,,,-1871.12,421.707,704.8,-1970.84,537.409,418.722,-1918.64,549.359,357.392,-1900.63,77.7603,712.023,-1947.71,-55.4486,388.347,-1871.56,-47.1253,348.695,-1667.66,-8.89421,359.51,-1677.73,29.2309,438.944,-1616.8,-7.54563,408.644,-1478.88,79.1875,444.383,-1510.75,78.7458,572.803,,,
52,0,-1346.82,891.152,-7.34031,-1380.49,-609.947,5.84356,1601.89,251.144,420.997,-1762.84,224.71,219.028,,,,-1769.45,253.614,657.621,,,,-1871.31,425.23,705.903,-1970.87,541.775,420.133,-1910.95,550.448,363.739,-1901.31,81.4614,713.067,-1947.18,-51.7565,388.797,-1870.8,-43.505,349.502,-1666.9,-5.98981,360.578,-1677.46,31.8631,440.538,-1616.46,-4.69956,410.229,-1479.05,80.7611,445.831,-1510.59,80.3684,574.708,,,
53,0,-1346.83,891.169,-7.334,-1380.44,-609.954,5.85382,1604.32,251.476,419.902,-1766.29,230.11,218.591,,,,-1769.73,257.404,658.367,,,,-1871.5,428.876,706.819,-1970.84,546.504,421.493,-1911.03,554.996,364.924,-1905.38,85.7308,715.081,-1946.78,-48.3357,389.531,-1870.63,-40.5401,350.614,-1666.84,-3.4108,362.115,-1676.64,34.46,441.945,-1616.37,-2.82419,411.647,-1477.18,82.6099,448.077,-1509.93,81.8719,576.387,,,
54,0,-1346.84,891.194,-7.32462,-1380.45,-609.958,5.8524,1606.02,251.592,418.812,-1764.57,233.73,219.99,,,,-1770.01,261.234,659.139,,,,-1871.71,432.352,707.67,-1971.19,550.946,423.084,-1911.06,559.969,366.406,-1901.69,88.9699,714.025,-1946.3,-45.1683,390.117,-1869.84,-37.2851,351.274,-1665.76,-0.792182,363.411,-1676.53,36.622,443.364,-1615.64,-0.688446,413.158,-1476.98,84.6077,449.616,-1508.92,83.3545,578.121,,,
55,0,-1346.84,891.183,-7.34163,-1380.5,-609.953,5.85783,1606.99,251.494,417.733,-1763.71,238.504,220.634,,,,-1770.28,265.095,659.917,,,,-1871.49,436.145,708.276,-1970.53,556.09,424.348,-1909.53,565.339,367.844,-1905.66,93.2458,715.619,-1946.01,-42.0895,390.795,-1869.38,-35.0135,352.368,-1665.53,1.29036,364.936,-1675.45,39.0119,445.029,-1615.05,1.66488,414.602,-1477.12,86.2204,451.142,-1508.65,85.0025,579.865,,,
56,0,-1346.85,891.186,-7.34191,-1380.49,-609.957,5.84375,1607.23,251.192,416.671,-1765.33,243.133,220.565,,,,-1770.55,268.98,660.681,,,,-1872.23,439.495,709.129,-1969.85,561.509,425.356,-1919.09,576.649,366.029,-1902.11,96.678,714.367,-1945.55,-39.1691,391.12,-1868.55,-32.0585,352.964,-1664.69,3.22499,366.664,-1675.31,40.8978,446.32,-1614.67,3.24336,416.42,-1475.18,87.5893,453.439,-1508.32,86.9522,581.719,,,
57,0,-1346.82,891.174,-7.33908,-1380.48,-609.964,5.84735,1606.76,250.697,415.633,-1766.56,247.652,220.374,,,,-1770.8,272.877,661.412,,,,-1871.65,443.498,709.286,-1969.05,567.164,426.314,-1916.43,579.611,365.538,-1902.25,100.595,714.265,-1944.83,-36.3574,391.494,-1867.92,-29.9971,353.923,-1663.74,5.2013,367.881,-1674.86,42.9908,447.772,-1614.03,4.94729,418.169,-1474.46,88.881,455.095,-1507.29,88.4652,583.286,,,
58,0,-1346.86,891.167,-7.33121,-1380.46,-609.943,5.84221,1605.62,250.025,414.624,-1769.04,253.358,219.674,,,,-1771.03,276.778,662.092,,,,-1872.29,446.971,710.005,-1968.38,572.824,427.579,-1915.65,585.708,366.737,-1902.62,104.564,714.156,-1944.43,-33.6555,391.832,-1866.86,-27.4276,354.426,-1663.19,6.59825,369.3,-1673.65,45.1492,448.819,-1613.37,6.71785,419.55,-1473.49,90.0756,456.703,-1507.44,90.493,585.079,,,
59,0,-1346.86,891.177,-7.32583,-1380.49,-609.95,5.84416,1603.85,249.195,413.651,-1767.92,256.71,219.807,,,,-1771.23,280.674,662.705,,,,-1872.04,450.837,710.352,-1967.16,578.719,428.657,-1914.39,591.737,367.912,-1902.47,108.562,713.801,-1943.55,-30.9314,392.014,-1866.36,-25.483,355.163,-1662.55,7.73515,370.913,-1673.44,47.0127,450.168,-1612.68,8.11543,421.284,-1473.15,90.876,458.38,-1506.9,92.3861,586.565,,,
60,0,-1346.84,891.184,-7.33323,-1380.44,-609.952,5.82193,1601.53,248.231,412.72,-1768.78,261.115,219.558,,,,-1771.39,284.553,663.236,,,,-1872.31,454.493,710.67,-1966.32,584.402,429.85,-1913.19,598.21,369.081,-1902.8,112.528,713.663,-1943.08,-28.1532,392.486,-1865.51,-23.2141,355.769,-1661.62,9.20078,372.042,-1672.64,48.9454,450.925,-1612.37,9.06481,422.828,-1472.17,91.2449,459.995,-1506.77,94.013,587.962,,,
61,0,-1346.83,891.184,-7.35467,-1380.45,-609.95,5.82985,1598.75,247.162,411.835,-1769.75,265.581,219.387,,,,-1771.52,288.408,663.672,,,,-1871.99,458.245,710.799,-1964.47,590.858,430.594,-1911.78,604.501,370.369,-1902.66,116.525,713.451,-1942.34,-25.5204,392.664,-1864.79,-21.0925,356.396,-1660.54,10.3523,373.242,-1671.62,50.5336,451.911,-1612.4,9.12825,424.77,-1471.15,91.8793,461.204,-1506.55,95.8116,589.177,,,
62,0,-1346.84,891.174,-7.32796,-1380.43,-609.961,5.83278,1595.61,246.02,411.003,-1771.56,269.76,218.807,,,,-1771.6,292.227,664.004,,,,-1871.42,462.207,710.876,-1963.57,596.652,432.128,-1910.15,610.794,371.584,-1902.18,120.411,713.132,-1941.83,-22.6701,393.124,-1864.13,-19.1025,356.934,-1659.79,11.2486,374.076,-1671.19,51.99,452.546,-1611.67,10.4776,425.883,-1469.67,92.2256,462.22,-1505.89,97.3327,590.001,,,
63,0,-1346.84,891.176,-7.35155,-1380.49,-609.955,5.85422,1592.24,244.843,410.228,-1771.4,273.592,218.975,,,,-1771.62,296.002,664.224,,,,-1871.12,465.814,711.068,-1958.82,603.954,431.644,-1908.86,617.654,372.928,-1902.38,124.312,713.177,-1941.31,-19.9753,393.551,-1863.39,-17.0464,357.596,-1659.19,12.1684,375.052,-1670.32,53.6183,453.35,-1610.69,11.7147,426.636,-1468.53,92.4599,462.995,-1504.94,98.5237,590.66,,,
64,0,-1346.86,891.19,-7.32775,-1380.53,-609.957,5.86434,1588.79,243.675,409.515,-1774.09,277.622,218.422,,,,-1771.59,299.722,664.329,,,,-1871.07,469.267,711.386,-1959.43,609.477,433.948,-1907.79,624.809,374.735,-1905.1,128.627,714.218,-1940.84,-17.1609,393.999,-1862.95,-14.7121,358.461,-1658.51,13.1604,375.868,-1669.51,55.1955,453.885,-1610.22,12.7271,427.37,-1467.76,92.6049,463.508,-1503.71,99.4793,591.141,,,
65,0,-1346.84,891.175,-7.33455,-1380.47,-609.964,5.83893,1585.25,242.602,408.979,-1774.78,280.966,218.476,,,,-1771.32,303.302,664.992,,,,-1870.23,473.031,711.264,-1958.41,618.068,433.121,-1905.39,630.242,375.876,-1904.53,132.442,714.072,-1940.65,-14.5517,394.688,-1862.66,-12.9566,359.021,-1658.23,14.2917,376.605,-1668.97,56.3696,454.328,-1609.96,13.7528,428.244,-1467.16,92.4666,463.868,-1502.69,100.057,591.604,,,
66,0,-1346.86,891.174,-7.30434,-1380.48,-609.954,5.85587,1586.16,242.597,408.232,-1775.27,284.191,218.632,,,,-1770.63,307.05,664.528,,,,-1870.05,476.352,711.725,-1956.89,621.328,436.791,-1903.78,636.425,377.419,-1904.06,136.184,714.005,-1940.31,-11.9641,395.356,-1862.11,-10.9265,359.837,-1657.78,15.3071,377.363,-1667.92,57.6674,454.918,-1609.6,14.4426,429.05,-1466.08,92.3111,464.41,-1501.79,100.681,592.074,,,
67,0,-1346.86,891.179,-7.34783,-1380.48,-609.956,5.84661,1576.35,239.627,407.613,-1778.21,287.351,218.103,,,,-1771.97,310.525,663.825,,,,-1868.73,480.123,711.482,-1955.35,629.268,435.733,-1902.37,642.811,379.117,-1904.22,140.148,714.341,-1940.17,-9.38021,396.059,-1861.87,-8.9785,360.417,-1657.45,16.0312,378.197,-1667,58.8251,455.453,-1609.12,15.055,429.687,-1465.13,92.0135,464.756,-1500.78,101.049,592.495,,,
68,0,-1346.84,891.183,-7.35597,-1380.46,-609.961,5.84879,1576.13,239.502,407.376,-1778.08,290.03,218.494,,,,-1770.05,313.814,663.674,,,,-1867.91,483.506,711.475,-1954.04,635.195,437.184,-1903.18,652.074,382.219,-1903.71,143.761,714.175,-1939.8,-7.01805,396.7,-1861.41,-7.27192,361.15,-1657.32,15.9292,379.31,-1666.52,59.8519,455.833,-1608.73,15.4837,430.462,-1464.13,91.3717,465.288,-1499.76,101.332,592.827,,,
69,0,-1346.85,891.18,-7.34667,-1380.47,-609.955,5.84848,1576.98,239.758,406.899,-1780.29,292.514,218.338,,,,-1771.2,316.953,663.139,,,,-1867.45,486.868,711.762,-1952.6,641.061,438.594,-1899.27,655.096,382.463,-1903.38,147.612,714.267,-1939.62,-4.63387,397.539,-1861.28,-5.63298,362.133,-1656.75,16.4961,379.968,-1666.1,60.7295,456.618,-1608.42,15.5294,431.319,-1463.51,90.7294,465.707,-1498.83,101.632,593.362,,,
70,0,-1346.99,891.284,-7.32558,-1380.49,-609.933,5.8469,1576.82,239.613,406.787,-1781.78,294.682,218.332,,,,-1769.86,320.5,662.277,,,,-1863.33,490.587,710.39,-1951.97,643.947,442.389,-1897.53,661.247,384.176,-1903.31,151.173,714.647,-1939.32,-2.65241,398.381,-1861.06,-3.98319,363.216,-1656.42,16.703,380.907,-1665.54,61.3227,457.286,-1608.26,15.599,432.343,-1463.23,90.1974,466.006,-1497.61,101.875,593.646,,,
71,0,-1346.95,891.333,-7.26056,-1380.45,-609.939,5.84265,1577.46,239.756,406.292,-1784.17,297.137,218.104,,,,-1769.62,323.486,662.026,,,,-1864.63,493.541,711.442,-1950.64,649.806,444.095,-1896.04,667.754,386.239,-1902.87,154.657,714.748,-1939.34,-0.586136,399.714,-1860.89,-3.08555,364.584,-1656.35,16.6069,382.056,-1665.07,61.8931,457.983,-1608.39,15.2632,433.518,-1461.85,89.34,466.566,-1496.84,102.19,593.947,,,
72,0,-1347.43,891.475,-7.52162,-1380.48,-609.946,5.84464,1577.11,239.268,406.061,-1784.93,299.025,218.196,,,,-1769.15,326.422,661.44,,,,-1860.82,497.079,710.135,-1947.98,658.804,443.86,-1894.29,674.089,388.258,-1902.98,158.264,715.266,-1938.96,1.20127,400.816,-1860.95,-2.14742,365.806,-1656.21,16.1699,383.205,-1665.47,60.7856,459.67,-1608.01,15.0792,434.535,-1464.43,89.2137,465.958,-1495.91,102.301,594.209,,,
73,0,-1347.15,891.019,-7.78827,-1380.45,-609.966,5.81951,1577.36,239.136,405.877,-1786.06,300.773,218.509,,,,-1769.81,329.415,660.462,,,,-1859.63,500.019,710.093,-1946.38,662.629,447.215,-1894.91,683.437,391.661,-1902.65,161.595,715.599,-1939.25,2.81286,402.49,-1860.88,-1.11373,367.302,-1656.03,15.4818,384.417,-1664.26,61.4973,459.973,-1608.08,14.5891,435.782,-1459.62,86.2138,467.244,-1494.94,102.32,594.378,,,
74,0,-1347.18,891.043,-7.77846,-1380.47,-609.963,5.84062,1577.17,238.698,405.67,-1787.98,303.079,218.298,,,,-1767.92,332.032,660.099,,,,-1858.26,502.863,709.861,-1944.42,670.567,447.212,-1890.41,686.618,392.165,-1902.52,165.075,716.171,-1939.08,4.16055,404.014,-1860.94,-0.516759,368.847,-1655.95,14.6258,385.678,-1663.52,61.6411,460.637,-1607.73,13.7781,436.726,-1464.16,85.7105,466.112,-1493.86,102.277,594.467,,,
75,0,-1347.15,891.031,-7.78988,-1380.46,-609.951,5.85211,1577.68,238.511,405.311,-1789.91,304.718,218.209,,,,-1769.55,334.708,659.198,,,,-1856.5,505.803,709.467,-1941.77,675.122,449.55,-1891.26,696.344,395.858,-1902.34,168.249,716.693,-1938.92,5.40955,405.568,-1861.12,-0.351233,370.715,-1655.66,13.5752,386.554,-1662.96,61.4557,461.15,-1607.57,12.8456,437.804,-1459.39,83.29,467.471,-1492.6,101.921,594.477,,,
76,0,-1347.17,891.033,-7.74161,-1380.5,-609.963,5.8515,1577.72,238.137,405.136,-1796.03,308.054,217.096,,,,-1761.41,336.543,660.431,,,,-1853.82,508.602,708.403,-1940.82,679.61,452.617,-1889.13,702.475,397.67,-1900.72,171.365,716.688,-1939.47,6.37248,407.731,-1862.84,-2.02534,373.462,-1655.92,12.4508,387.818,-1662.75,61.0835,461.801,-1607.63,11.6716,438.891,-1461.59,81.5607,466.638,-1491.68,101.431,594.581,,,
77,0,-1347.17,891.035,-7.78361,-1380.46,-609.944,5.84517,1577.81,237.866,405.233,-1794.48,308.232,218.367,,,,-1765.99,339.205,657.888,,,,-1852.61,511.004,708.094,-1937.56,686.535,453.106,-1883.94,705.016,397.896,-1901.57,174.43,717.591,-1939.36,7.13733,409.281,-1862.35,-1.57172,374.793,-1656.18,10.9844,389.046,-1662.33,60.4254,462.513,-1607.93,10.2866,440.018,-1457.71,78.6363,468.156,-1491.15,100.57,594.763,,,
78,0,-1347.18,891.036,-7.78001,-1380.46,-609.96,5.83986,1578.28,237.809,405.391,-1796.08,309.56,218.618,,,,-1767.45,341.486,656.398,,,,-1851.21,513.22,707.837,-1935.08,691.901,454.964,-1884.5,714.068,401.428,-1900.98,177.434,718.049,-1939.3,7.85536,411.068,-1862.66,-1.75141,376.459,-1656.36,9.35732,390.191,-1661.85,59.6209,463.089,-1608.18,9.03338,440.97,-1457.96,76.027,468.275,-1490.56,99.6559,594.852,,,
79,0,-1347.16,891.034,-7.79078,-1380.45,-609.966,5.84213,1578.83,237.74,405.389,-1798.23,310.82,218.604,,,,-1765.92,343.326,655.41,,,,-1849.58,515.254,707.328,-1932.38,697.136,456.761,-1879.22,716.443,401.616,-1900.53,180.064,718.457,-1939.82,8.34984,413.013,-1863.07,-1.87449,378.155,-1656.74,7.71229,391.192,-1661.62,58.6545,463.719,-1608.56,7.2772,441.934,-1456.75,73.3024,468.553,-1489.61,98.2467,594.682,,,
80,0,-1347.19,891.04,-7.77966,-1380.49,-609.953,5.84689,1580.39,239.598,408.033,-1800.79,311.935,218.515,,,,-1766.18,345.125,654.34,,,,-1848.13,517.114,706.926,-1929.92,702.268,458.527,-1876.58,721.625,403.299,-1900.12,182.715,718.876,-1940.4,8.7798,414.943,-1863.3,-2.0077,379.682,-1657.44,5.95281,392.179,-1661.7,57.5802,464.337,-1609.28,5.34345,443.032,-1457.29,70.4203,468.507,-1489.38,96.8245,594.708,,,
81,0,-1347.2,891.045,-7.76847,-1380.45,-609.948,5.83723,1581.74,240.978,410.035,-1802.89,312.818,218.51,,,,-1766.8,346.817,653.249,,,,-1844.9,519.212,706.283,-1927.06,707.397,460.064,-1877.19,730.329,406.709,-1899.56,185.15,719.219,-1940.66,9.04354,416.773,-1864.11,-2.58107,381.476,-1657.76,3.93218,392.947,-1661.43,56.4023,464.547,-1609.63,3.49721,443.642,-1456.38,67.4764,468.66,-1488.57,95.0874,594.374,,,
82,0,-1347.18,891.054,-7.79256,-1380.49,-609.968,5.85942,1583.24,242.696,412.571,-1804.5,313.295,218.494,,,,-1766,348.302,652.405,,,,-1843.72,520.75,706.027,-1924.14,711.466,461.798,-1874.5,734.805,408.216,-1899.72,187.284,719.939,-1941.28,9.23754,418.407,-1864.8,-2.92779,383.23,-1658.68,1.85268,393.992,-1661.31,54.8873,464.929,-1610.36,1.56368,444.438,-1457.28,64.1487,468.379,-1488.6,93.3036,594.097,,,
83,0,-1347.17,891.029,-7.78436,-1380.45,-609.953,5.83896,1584.6,244.235,414.992,-1806.37,313.927,218.248,,,,-1764.61,349.687,651.685,,,,-1841.57,522.442,705.358,-1921.35,715.372,463.16,-1868.96,735.939,407.996,-1899.33,189.496,720.213,-1942,9.31985,420.571,-1865.65,-3.51652,384.779,-1659.76,-0.278422,394.861,-1661.72,53.1043,465.507,-1610.98,-0.789956,445.008,-1456.47,61.2945,468.242,-1488.17,91.2253,593.842,,,
84,0,-1347.14,891.005,-7.80497,-1380.46,-609.97,5.81912,1585.69,245.403,417.066,-1808.64,314.701,217.957,,,,-1764.57,350.748,650.968,,,,-1840.25,523.814,704.866,-1918.67,719.227,464.452,-1866.4,740.137,409.471,-1899.21,191.449,720.657,-1942.93,9.44914,422.366,-1867.14,-4.2873,387.055,-1660.55,-2.54866,395.555,-1662.07,51.4296,465.904,-1612.16,-2.91363,445.73,-1461.4,58.7685,466.306,-1487.47,88.8818,593.386,,,
85,0,-1347.79,891.246,-8.03539,-1380.49,-609.951,5.84493,1586.44,246.078,418.642,-1810.81,315.465,217.639,,,,-1765.2,351.774,650.236,,,,-1839.01,525.194,704.347,-1915.83,722.586,465.616,-1863.45,743.453,410.496,-1899.75,193.128,721.468,-1944.02,9.10259,424.31,-1867.56,-4.79209,388.17,-1661.67,-4.89395,396.218,-1662.65,49.3247,466.553,-1612.84,-5.50485,446.103,-1457.81,54.5172,466.968,-1486.89,86.1075,592.716,,,
86,0,-1347.44,891.204,-7.80143,-1380.49,-609.963,5.83937,1586.82,246.202,419.639,-1812.39,316,217.495,,,,-1765.63,352.878,649.655,,,,-1837.46,526.43,703.648,-1913.13,725.51,466.62,-1860.79,746.671,411.578,-1899.58,194.855,721.796,-1944.75,9.12232,426.003,-1869.27,-5.95368,389.949,-1663.13,-7.15176,396.976,-1662.98,47.4085,466.745,-1613.72,-7.87029,446.491,-1462.85,51.9667,465.078,-1486.48,83.3931,592.052,,,
87,0,-1347.1,891.139,-7.61029,-1380.49,-609.959,5.86558,1586.84,245.768,420.039,-1814.04,316.154,217.286,,,,-1764.98,353.726,649.236,,,,-1835.99,527.322,702.929,-1910.72,728.268,467.477,-1858.29,749.847,412.767,-1899.48,196.431,722.177,-1945.84,8.94583,427.905,-1870.67,-7.16111,391.899,-1664.31,-9.80819,397.626,-1663.4,45.3814,466.992,-1614.8,-10.577,446.86,-1458.75,46.7691,465.882,-1486.3,80.5373,591.43,,,
88,0,-1346.99,891.107,-7.58183,-1380.48,-609.947,5.85669,1586.53,244.815,419.873,-1820.04,316.761,215.453,,,,-1764.6,354.271,648.846,,,,-1834.94,528.006,702.341,-1908.04,730.642,468.231,-1855.59,752.329,413.777,-1899.56,197.762,722.551,-1947.56,8.43467,429.828,-1871.64,-8.06369,393.422,-1665.53,-12.4071,398.164,-1664.3,42.9657,467.538,-1616.34,-13.1641,447.458,-1463.97,43.9269,464.268,-1486.15,77.7392,590.984,,,
89,0,-1347.01,891.125,-7.56304,-1380.48,-609.965,5.8523,1585.94,243.416,419.213,-1816.75,316.38,217.006,,,,-1763.99,354.729,648.338,,,,-1834.32,528.599,701.863,-1905.53,732.689,468.943,-1852.55,754.328,414.479,-1899.51,198.944,722.881,-1948.35,7.92483,431.609,-1872.96,-9.26543,394.83,-1667.45,-15.2405,399.084,-1665.3,40.709,467.954,-1617.3,-16.3248,447.892,-1464.44,39.996,464.002,-1486.16,74.6112,590.314,,,
90,0,-1347,891.109,-7.51186,-1380.45,-609.963,5.85206,1585.13,241.668,418.161,-1824.03,316.725,214.959,,,,-1763.67,355.014,647.643,,,,-1833.72,529.004,701.367,-1903.13,734.59,469.615,-1850.45,756.749,415.621,-1899.41,199.981,723.073,-1949.59,7.21694,433.134,-1874.65,-10.887,396.28,-1668.87,-18.4961,399.932,-1665.84,38.1229,468.186,-1619.22,-19.5162,448.848,-1465.97,36.192,463.114,-1486.09,71.4429,589.642,,,
91,0,-1346.93,891.132,-7.45891,-1380.48,-609.965,5.85122,1584.2,239.688,416.841,-1825.97,316.523,214.764,,,,-1763.06,355.216,646.956,,,,-1832.67,529.357,700.684,-1900.9,736.203,470.364,-1848.14,759.043,416.641,-1899.55,201.001,723.289,-1950.84,6.1886,434.799,-1876.12,-12.6242,398.121,-1670.43,-21.7155,400.697,-1666.53,35.4701,468.324,-1620.31,-22.7508,449.38,-1461.89,30.204,464.137,-1486.28,68.4542,589.17,,,
92,0,-1346.89,891.142,-7.46642,-1380.45,-609.976,5.82583,1583.21,237.6,415.386,-1822.47,315.994,216.012,,,,-1762.66,355.271,646.023,,,,-1831.56,529.484,699.961,-1898.56,737.835,470.897,-1845.38,760.443,417.355,-1899.59,201.755,723.332,-1952.34,5.06385,436.802,-1877.55,-14.5368,399.835,-1671.92,-25.3605,401.58,-1667.23,32.4177,468.691,-1621.87,-26.3351,450.195,-1467.78,26.4172,462.275,-1485.71,65.0363,588.128,,,
93,0,-1346.87,891.14,-7.4444,-1380.46,-609.951,5.84218,1582.27,235.526,413.929,-1824.2,316.136,215.509,,,,-1762.4,355.009,645.288,,,,-1831.63,528.967,697.022,-1896.22,739.165,471.48,-1842.97,762.201,418,-1899.55,202.394,723.201,-1953.34,4.00603,438,-1879.05,-16.6146,401.288,-1673.76,-29.0715,402.662,-1668.42,29.3788,469.316,-1623.14,-29.9839,450.873,-1463.55,20.6078,463.072,-1485.78,61.7621,587.328,,,
94,0,-1346.88,891.154,-7.40894,-1380.47,-609.956,5.84814,1581.43,233.58,412.593,-1825.5,315.911,215.085,,,,-1762.36,354.941,644.391,,,,-1828.89,529.419,698.292,-1893.94,740.37,472.023,-1840.97,764.161,418.862,-1899.46,202.703,722.956,-1954.5,2.57793,439.454,-1880.43,-18.7849,402.565,-1674.91,-33.1395,403.395,-1668.79,25.8082,469.486,-1624.53,-33.9056,451.695,-1464.52,15.6553,462.465,-1485.14,58.1353,586.357,,,
